n,sol_iteration,total_iterations,order_of_genes,fitness_val,execution_time,sol_chrom_json
12,844195,1000000,"(0, 1, 4, 5, 11, 7, 6, 10, 9, 2, 3, 8)",126847.5,61.919,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [49, 42, 47, 46, 43, 41, 15, 22, 40, 44, 30, 35], ""C"": [[-1.0, 10.5, 13.5, 8.0, 16.5, 13.5, 9.0, 13.5, 18.0, 10.5, 17.5, 19.0], [10.5, -1.0, 12.5, 17.0, 12.0, 7.5, 13.0, 10.5, 6.5, 13.5, 15.0, 14.5], [13.5, 12.5, -1.0, 10.5, 13.0, 16.5, 16.0, 11.0, 8.5, 14.0, 13.5, 9.0], [8.0, 17.0, 10.5, -1.0, 14.0, 16.5, 8.5, 15.5, 11.0, 10.5, 12.0, 16.0], [16.5, 12.0, 13.0, 14.0, -1.0, 8.5, 12.5, 8.0, 10.0, 19.0, 8.0, 11.5], [13.5, 7.5, 16.5, 16.5, 8.5, -1.0, 11.5, 13.5, 10.0, 11.0, 15.0, 12.0], [9.0, 13.0, 16.0, 8.5, 12.5, 11.5, -1.0, 14.5, 12.5, 18.0, 13.0, 11.5], [13.5, 10.5, 11.0, 15.5, 8.0, 13.5, 14.5, -1.0, 12.5, 8.5, 11.5, 13.5], [18.0, 6.5, 8.5, 11.0, 10.0, 10.0, 12.5, 12.5, -1.0, 14.0, 8.5, 16.0], [10.5, 13.5, 14.0, 10.5, 19.0, 11.0, 18.0, 8.5, 14.0, -1.0, 17.0, 12.0], [17.5, 15.0, 13.5, 12.0, 8.0, 15.0, 13.0, 11.5, 8.5, 17.0, -1.0, 9.0], [19.0, 14.5, 9.0, 16.0, 11.5, 12.0, 11.5, 13.5, 16.0, 12.0, 9.0, -1.0]]}"
12,806647,1000000,"(0, 1, 4, 5, 2, 3, 8, 6, 9, 7, 10, 11)",85549.5,60.624,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [39, 33, 20, 13, 46, 29, 15, 28, 7, 40, 36, 32], ""C"": [[-1.0, 13.5, 18.5, 11.0, 6.0, 17.5, 14.0, 15.0, 10.0, 7.5, 19.0, 12.0], [13.5, -1.0, 14.5, 10.5, 13.5, 14.5, 8.5, 10.0, 7.0, 8.0, 9.5, 10.0], [18.5, 14.5, -1.0, 13.0, 7.0, 8.5, 10.0, 9.5, 16.5, 5.5, 14.0, 14.0], [11.0, 10.5, 13.0, -1.0, 18.0, 13.0, 10.5, 7.5, 14.5, 15.5, 11.0, 20.0], [6.0, 13.5, 7.0, 18.0, -1.0, 16.0, 10.5, 12.5, 9.5, 15.0, 11.5, 16.0], [17.5, 14.5, 8.5, 13.0, 16.0, -1.0, 10.0, 13.5, 15.5, 14.0, 13.0, 16.0], [14.0, 8.5, 10.0, 10.5, 10.5, 10.0, -1.0, 18.5, 8.0, 12.0, 15.5, 10.5], [15.0, 10.0, 9.5, 7.5, 12.5, 13.5, 18.5, -1.0, 8.0, 15.0, 13.0, 10.5], [10.0, 7.0, 16.5, 14.5, 9.5, 15.5, 8.0, 8.0, -1.0, 12.0, 18.0, 11.5], [7.5, 8.0, 5.5, 15.5, 15.0, 14.0, 12.0, 15.0, 12.0, -1.0, 16.0, 16.5], [19.0, 9.5, 14.0, 11.0, 11.5, 13.0, 15.5, 13.0, 18.0, 16.0, -1.0, 16.0], [12.0, 10.0, 14.0, 20.0, 16.0, 16.0, 10.5, 10.5, 11.5, 16.5, 16.0, -1.0]]}"
12,208117,1000000,"(0, 1, 2, 8, 4, 6, 3, 7, 10, 5, 9, 11)",92089.75,57.398,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [30, 16, 26, 23, 25, 41, 15, 27, 28, 29, 32, 31], ""C"": [[-1.0, 13.5, 8.5, 14.5, 15.5, 20.0, 13.0, 15.5, 15.5, 15.0, 10.5, 16.5], [13.5, -1.0, 18.0, 19.0, 14.5, 10.5, 12.0, 12.5, 12.5, 10.0, 12.5, 15.5], [8.5, 18.0, -1.0, 12.0, 12.0, 12.0, 5.0, 17.0, 14.0, 10.0, 12.5, 10.0], [14.5, 19.0, 12.0, -1.0, 14.5, 13.0, 16.0, 15.5, 11.5, 12.0, 8.0, 13.5], [15.5, 14.5, 12.0, 14.5, -1.0, 11.0, 8.5, 9.0, 11.0, 15.0, 10.5, 16.5], [20.0, 10.5, 12.0, 13.0, 11.0, -1.0, 8.5, 7.5, 12.0, 10.0, 10.5, 12.5], [13.0, 12.0, 5.0, 16.0, 8.5, 8.5, -1.0, 11.0, 14.5, 12.5, 11.5, 7.5], [15.5, 12.5, 17.0, 15.5, 9.0, 7.5, 11.0, -1.0, 14.5, 7.0, 16.0, 14.5], [15.5, 12.5, 14.0, 11.5, 11.0, 12.0, 14.5, 14.5, -1.0, 20.0, 15.0, 11.0], [15.0, 10.0, 10.0, 12.0, 15.0, 10.0, 12.5, 7.0, 20.0, -1.0, 9.5, 9.0], [10.5, 12.5, 12.5, 8.0, 10.5, 10.5, 11.5, 16.0, 15.0, 9.5, -1.0, 13.0], [16.5, 15.5, 10.0, 13.5, 16.5, 12.5, 7.5, 14.5, 11.0, 9.0, 13.0, -1.0]]}"
12,530678,1000000,"(0, 1, 3, 7, 4, 6, 2, 8, 10, 5, 11, 9)",72562.0,58.554,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [41, 11, 5, 49, 10, 37, 6, 26, 9, 38, 22, 40], ""C"": [[-1.0, 11.0, 14.0, 15.0, 17.5, 10.5, 11.0, 7.5, 8.0, 12.5, 14.5, 16.0], [11.0, -1.0, 13.0, 5.5, 15.0, 10.0, 14.0, 6.0, 18.5, 14.5, 10.0, 13.0], [14.0, 13.0, -1.0, 12.5, 16.5, 17.5, 12.5, 17.0, 14.5, 16.0, 11.5, 14.0], [15.0, 5.5, 12.5, -1.0, 8.5, 7.5, 17.5, 13.5, 9.0, 13.0, 17.0, 11.0], [17.5, 15.0, 16.5, 8.5, -1.0, 14.5, 10.5, 15.0, 13.0, 15.0, 15.5, 8.0], [10.5, 10.0, 17.5, 7.5, 14.5, -1.0, 7.0, 15.5, 12.0, 16.0, 12.0, 12.0], [11.0, 14.0, 12.5, 17.5, 10.5, 7.0, -1.0, 11.0, 15.0, 13.5, 12.0, 11.5], [7.5, 6.0, 17.0, 13.5, 15.0, 15.5, 11.0, -1.0, 13.5, 12.5, 15.5, 11.5], [8.0, 18.5, 14.5, 9.0, 13.0, 12.0, 15.0, 13.5, -1.0, 14.0, 17.5, 13.5], [12.5, 14.5, 16.0, 13.0, 15.0, 16.0, 13.5, 12.5, 14.0, -1.0, 12.0, 14.5], [14.5, 10.0, 11.5, 17.0, 15.5, 12.0, 12.0, 15.5, 17.5, 12.0, -1.0, 11.5], [16.0, 13.0, 14.0, 11.0, 8.0, 12.0, 11.5, 11.5, 13.5, 14.5, 11.5, -1.0]]}"
12,299970,1000000,"(0, 1, 2, 10, 6, 7, 8, 9, 5, 11, 4, 3)",72763.25,57.470,"{""n"": 12, ""F"": [0, 1, 4, 9, 10, 5, 11, 3, 7, 6, 8, 2], ""L"": [39, 21, 35, 47, 48, 16, 9, 5, 8, 14, 28, 43], ""C"": [[-1.0, 10.5, 12.5, 12.0, 11.5, 12.0, 9.5, 11.5, 7.5, 15.0, 13.5, 19.5], [10.5, -1.0, 6.5, 9.0, 8.0, 11.5, 12.0, 11.0, 8.5, 16.5, 12.5, 9.0], [12.5, 6.5, -1.0, 12.0, 14.5, 10.5, 15.5, 15.5, 9.5, 15.0, 14.0, 15.5], [12.0, 9.0, 12.0, -1.0, 10.5, 12.5, 11.0, 9.0, 8.0, 11.0, 15.5, 12.5], [11.5, 8.0, 14.5, 10.5, -1.0, 12.0, 13.0, 12.5, 12.0, 10.0, 8.0, 11.5], [12.0, 11.5, 10.5, 12.5, 12.0, -1.0, 15.0, 14.5, 10.0, 7.0, 11.5, 15.5], [9.5, 12.0, 15.5, 11.0, 13.0, 15.0, -1.0, 12.5, 16.5, 12.5, 13.0, 9.0], [11.5, 11.0, 15.5, 9.0, 12.5, 14.5, 12.5, -1.0, 12.0, 9.0, 10.0, 16.0], [7.5, 8.5, 9.5, 8.0, 12.0, 10.0, 16.5, 12.0, -1.0, 17.0, 10.0, 14.5], [15.0, 16.5, 15.0, 11.0, 10.0, 7.0, 12.5, 9.0, 17.0, -1.0, 11.0, 15.0], [13.5, 12.5, 14.0, 15.5, 8.0, 11.5, 13.0, 10.0, 10.0, 11.0, -1.0, 8.5], [19.5, 9.0, 15.5, 12.5, 11.5, 15.5, 9.0, 16.0, 14.5, 15.0, 8.5, -1.0]]}"
13,903847,1000000,"(0, 1, 2, 5, 8, 7, 6, 9, 3, 10, 4, 11, 12)",101949.0,69.400,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [23, 24, 41, 25, 29, 26, 9, 17, 20, 15, 44, 38, 34], ""C"": [[-1.0, 17.0, 14.0, 13.0, 12.0, 13.0, 11.5, 13.0, 14.0, 13.5, 14.0, 12.0, 7.0], [17.0, -1.0, 10.5, 12.0, 16.0, 18.5, 10.0, 10.5, 13.0, 15.5, 7.5, 12.0, 12.5], [14.0, 10.5, -1.0, 15.5, 12.5, 9.5, 10.0, 13.0, 11.5, 13.0, 12.5, 8.5, 8.0], [13.0, 12.0, 15.5, -1.0, 13.0, 16.0, 14.0, 10.0, 11.5, 11.0, 8.0, 9.0, 13.0], [12.0, 16.0, 12.5, 13.0, -1.0, 12.0, 12.0, 11.5, 7.5, 16.5, 15.0, 13.0, 13.5], [13.0, 18.5, 9.5, 16.0, 12.0, -1.0, 7.0, 16.0, 12.5, 14.5, 15.0, 9.0, 7.0], [11.5, 10.0, 10.0, 14.0, 12.0, 7.0, -1.0, 10.0, 17.5, 13.5, 11.0, 11.5, 13.5], [13.0, 10.5, 13.0, 10.0, 11.5, 16.0, 10.0, -1.0, 7.5, 8.5, 13.5, 9.0, 9.5], [14.0, 13.0, 11.5, 11.5, 7.5, 12.5, 17.5, 7.5, -1.0, 9.0, 13.5, 14.5, 15.5], [13.5, 15.5, 13.0, 11.0, 16.5, 14.5, 13.5, 8.5, 9.0, -1.0, 13.5, 10.0, 8.0], [14.0, 7.5, 12.5, 8.0, 15.0, 15.0, 11.0, 13.5, 13.5, 13.5, -1.0, 6.0, 20.0], [12.0, 12.0, 8.5, 9.0, 13.0, 9.0, 11.5, 9.0, 14.5, 10.0, 6.0, -1.0, 16.5], [7.0, 12.5, 8.0, 13.0, 13.5, 7.0, 13.5, 9.5, 15.5, 8.0, 20.0, 16.5, -1.0]]}"
13,352169,1000000,"(0, 1, 2, 3, 12, 9, 11, 4, 8, 7, 10, 5, 6)",85342.0,69.007,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [19, 17, 34, 7, 6, 44, 35, 27, 20, 14, 36, 11, 26], ""C"": [[-1.0, 16.5, 19.0, 14.5, 11.0, 15.0, 8.0, 5.5, 14.0, 9.5, 13.0, 13.0, 6.0], [16.5, -1.0, 11.5, 19.0, 15.5, 11.5, 12.5, 9.0, 13.5, 13.0, 7.0, 12.0, 12.0], [19.0, 11.5, -1.0, 13.0, 10.5, 17.5, 10.0, 15.5, 8.0, 14.0, 10.5, 17.0, 8.5], [14.5, 19.0, 13.0, -1.0, 10.0, 17.5, 15.0, 10.5, 13.5, 13.0, 10.5, 16.5, 15.0], [11.0, 15.5, 10.5, 10.0, -1.0, 18.0, 13.5, 9.5, 10.0, 7.0, 11.0, 13.0, 8.5], [15.0, 11.5, 17.5, 17.5, 18.0, -1.0, 9.0, 11.5, 10.5, 13.5, 9.0, 10.0, 10.5], [8.0, 12.5, 10.0, 15.0, 13.5, 9.0, -1.0, 14.5, 9.5, 19.5, 16.0, 11.0, 12.5], [5.5, 9.0, 15.5, 10.5, 9.5, 11.5, 14.5, -1.0, 17.5, 18.0, 11.5, 17.5, 9.5], [14.0, 13.5, 8.0, 13.5, 10.0, 10.5, 9.5, 17.5, -1.0, 8.0, 10.5, 13.0, 11.5], [9.5, 13.0, 14.0, 13.0, 7.0, 13.5, 19.5, 18.0, 8.0, -1.0, 5.5, 13.5, 10.5], [13.0, 7.0, 10.5, 10.5, 11.0, 9.0, 16.0, 11.5, 10.5, 5.5, -1.0, 14.5, 10.0], [13.0, 12.0, 17.0, 16.5, 13.0, 10.0, 11.0, 17.5, 13.0, 13.5, 14.5, -1.0, 10.0], [6.0, 12.0, 8.5, 15.0, 8.5, 10.5, 12.5, 9.5, 11.5, 10.5, 10.0, 10.0, -1.0]]}"
13,651063,1000000,"(0, 1, 2, 4, 11, 5, 6, 7, 9, 10, 8, 3, 12)",125399.75,69.302,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [9, 43, 5, 44, 33, 19, 15, 18, 49, 21, 41, 26, 47], ""C"": [[-1.0, 12.5, 6.5, 16.5, 13.0, 8.0, 12.0, 13.0, 14.5, 18.0, 13.5, 14.0, 16.0], [12.5, -1.0, 14.0, 9.0, 12.0, 15.5, 10.5, 17.5, 6.0, 13.5, 8.0, 11.5, 14.5], [6.5, 14.0, -1.0, 13.0, 13.0, 12.0, 13.0, 10.5, 9.0, 9.0, 19.0, 16.5, 15.0], [16.5, 9.0, 13.0, -1.0, 8.0, 11.0, 16.5, 14.0, 8.5, 10.5, 12.0, 16.0, 11.5], [13.0, 12.0, 13.0, 8.0, -1.0, 12.5, 12.0, 15.5, 7.5, 15.5, 14.5, 12.5, 8.5], [8.0, 15.5, 12.0, 11.0, 12.5, -1.0, 7.5, 9.0, 9.0, 17.0, 14.5, 16.5, 14.5], [12.0, 10.5, 13.0, 16.5, 12.0, 7.5, -1.0, 15.0, 12.5, 10.0, 15.5, 12.5, 19.0], [13.0, 17.5, 10.5, 14.0, 15.5, 9.0, 15.0, -1.0, 14.0, 12.0, 9.5, 10.0, 12.5], [14.5, 6.0, 9.0, 8.5, 7.5, 9.0, 12.5, 14.0, -1.0, 7.5, 16.0, 12.5, 13.5], [18.0, 13.5, 9.0, 10.5, 15.5, 17.0, 10.0, 12.0, 7.5, -1.0, 15.5, 15.5, 16.0], [13.5, 8.0, 19.0, 12.0, 14.5, 14.5, 15.5, 9.5, 16.0, 15.5, -1.0, 12.5, 16.0], [14.0, 11.5, 16.5, 16.0, 12.5, 16.5, 12.5, 10.0, 12.5, 15.5, 12.5, -1.0, 12.5], [16.0, 14.5, 15.0, 11.5, 8.5, 14.5, 19.0, 12.5, 13.5, 16.0, 16.0, 12.5, -1.0]]}"
13,121029,1000000,"(0, 1, 2, 3, 7, 4, 5, 6, 10, 12, 9, 8, 11)",103906.5,69.332,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [31, 29, 41, 30, 5, 4, 8, 26, 38, 46, 19, 40, 36], ""C"": [[-1.0, 8.0, 8.5, 13.5, 9.0, 17.5, 14.5, 10.5, 16.5, 19.0, 18.0, 9.5, 14.5], [8.0, -1.0, 17.0, 15.0, 11.5, 7.5, 5.5, 13.0, 10.5, 12.5, 9.5, 6.0, 15.5], [8.5, 17.0, -1.0, 11.5, 10.0, 14.5, 11.5, 8.5, 10.5, 11.5, 17.5, 15.0, 15.5], [13.5, 15.0, 11.5, -1.0, 11.5, 8.5, 14.5, 11.5, 9.5, 16.5, 7.5, 17.0, 7.0], [9.0, 11.5, 10.0, 11.5, -1.0, 11.5, 13.5, 10.5, 12.0, 15.0, 17.5, 15.0, 11.0], [17.5, 7.5, 14.5, 8.5, 11.5, -1.0, 12.0, 14.5, 13.0, 12.0, 12.0, 12.5, 8.5], [14.5, 5.5, 11.5, 14.5, 13.5, 12.0, -1.0, 12.0, 9.5, 8.0, 9.0, 11.0, 16.5], [10.5, 13.0, 8.5, 11.5, 10.5, 14.5, 12.0, -1.0, 16.0, 16.0, 8.5, 14.0, 11.5], [16.5, 10.5, 10.5, 9.5, 12.0, 13.0, 9.5, 16.0, -1.0, 8.0, 16.5, 15.5, 9.0], [19.0, 12.5, 11.5, 16.5, 15.0, 12.0, 8.0, 16.0, 8.0, -1.0, 16.5, 13.5, 13.0], [18.0, 9.5, 17.5, 7.5, 17.5, 12.0, 9.0, 8.5, 16.5, 16.5, -1.0, 9.0, 9.5], [9.5, 6.0, 15.0, 17.0, 15.0, 12.5, 11.0, 14.0, 15.5, 13.5, 9.0, -1.0, 19.5], [14.5, 15.5, 15.5, 7.0, 11.0, 8.5, 16.5, 11.5, 9.0, 13.0, 9.5, 19.5, -1.0]]}"
13,68361,1000000,"(0, 1, 2, 3, 5, 10, 8, 12, 9, 6, 7, 4, 11)",108037.75,69.305,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [43, 30, 49, 33, 42, 15, 31, 48, 8, 20, 12, 47, 11], ""C"": [[-1.0, 19.0, 9.0, 12.5, 10.5, 13.5, 14.0, 20.0, 6.5, 11.0, 10.0, 11.5, 9.5], [19.0, -1.0, 7.5, 8.0, 17.0, 9.0, 12.5, 12.5, 12.5, 12.5, 18.0, 14.5, 9.5], [9.0, 7.5, -1.0, 7.5, 12.5, 15.0, 7.0, 15.0, 10.0, 6.0, 11.0, 8.5, 13.0], [12.5, 8.0, 7.5, -1.0, 12.5, 13.5, 16.0, 8.5, 14.5, 15.5, 13.5, 16.0, 6.5], [10.5, 17.0, 12.5, 12.5, -1.0, 13.0, 7.0, 11.5, 12.0, 6.0, 11.0, 10.5, 16.5], [13.5, 9.0, 15.0, 13.5, 13.0, -1.0, 14.5, 6.5, 14.5, 10.5, 11.0, 18.0, 9.0], [14.0, 12.5, 7.0, 16.0, 7.0, 14.5, -1.0, 11.0, 13.0, 11.5, 13.5, 13.5, 18.5], [20.0, 12.5, 15.0, 8.5, 11.5, 6.5, 11.0, -1.0, 13.0, 9.0, 12.0, 12.0, 17.5], [6.5, 12.5, 10.0, 14.5, 12.0, 14.5, 13.0, 13.0, -1.0, 14.0, 11.0, 14.5, 9.5], [11.0, 12.5, 6.0, 15.5, 6.0, 10.5, 11.5, 9.0, 14.0, -1.0, 18.0, 12.5, 9.0], [10.0, 18.0, 11.0, 13.5, 11.0, 11.0, 13.5, 12.0, 11.0, 18.0, -1.0, 11.0, 13.0], [11.5, 14.5, 8.5, 16.0, 10.5, 18.0, 13.5, 12.0, 14.5, 12.5, 11.0, -1.0, 6.5], [9.5, 9.5, 13.0, 6.5, 16.5, 9.0, 18.5, 17.5, 9.5, 9.0, 13.0, 6.5, -1.0]]}"
13,939048,1000000,"(0, 1, 2, 5, 9, 6, 7, 4, 8, 12, 11, 10, 3)",120399.5,69.118,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [29, 9, 6, 44, 21, 43, 24, 5, 27, 30, 46, 39, 33], ""C"": [[-1.0, 12.5, 10.0, 12.0, 14.5, 15.5, 13.0, 16.0, 6.5, 7.0, 19.0, 15.0, 13.0], [12.5, -1.0, 13.0, 13.5, 14.5, 17.5, 5.5, 12.5, 7.5, 18.0, 8.5, 12.0, 19.0], [10.0, 13.0, -1.0, 9.5, 8.0, 10.0, 13.0, 10.0, 15.0, 16.0, 16.5, 11.5, 8.5], [12.0, 13.5, 9.5, -1.0, 10.0, 9.0, 14.5, 9.0, 19.0, 18.0, 12.5, 18.0, 14.0], [14.5, 14.5, 8.0, 10.0, -1.0, 16.5, 10.0, 13.0, 12.0, 14.0, 12.0, 15.0, 9.5], [15.5, 17.5, 10.0, 9.0, 16.5, -1.0, 9.0, 11.0, 8.0, 11.5, 19.0, 12.5, 17.5], [13.0, 5.5, 13.0, 14.5, 10.0, 9.0, -1.0, 10.0, 13.0, 15.5, 5.5, 13.5, 15.5], [16.0, 12.5, 10.0, 9.0, 13.0, 11.0, 10.0, -1.0, 14.0, 8.5, 7.0, 14.0, 10.5], [6.5, 7.5, 15.0, 19.0, 12.0, 8.0, 13.0, 14.0, -1.0, 14.0, 11.0, 12.0, 9.0], [7.0, 18.0, 16.0, 18.0, 14.0, 11.5, 15.5, 8.5, 14.0, -1.0, 16.5, 12.5, 16.5], [19.0, 8.5, 16.5, 12.5, 12.0, 19.0, 5.5, 7.0, 11.0, 16.5, -1.0, 12.0, 10.5], [15.0, 12.0, 11.5, 18.0, 15.0, 12.5, 13.5, 14.0, 12.0, 12.5, 12.0, -1.0, 7.5], [13.0, 19.0, 8.5, 14.0, 9.5, 17.5, 15.5, 10.5, 9.0, 16.5, 10.5, 7.5, -1.0]]}"
13,737881,1000000,"(0, 1, 2, 5, 3, 7, 8, 12, 4, 6, 9, 10, 11)",102363.25,70.146,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [34, 38, 4, 15, 45, 44, 43, 12, 8, 39, 29, 18, 27], ""C"": [[-1.0, 10.0, 14.0, 17.0, 9.0, 11.5, 16.0, 18.0, 11.0, 14.5, 8.0, 11.5, 13.5], [10.0, -1.0, 11.0, 13.5, 14.5, 13.5, 8.5, 10.5, 14.0, 15.0, 14.0, 12.5, 6.0], [14.0, 11.0, -1.0, 8.5, 10.0, 15.5, 7.5, 16.5, 11.0, 12.5, 11.5, 16.0, 7.0], [17.0, 13.5, 8.5, -1.0, 8.5, 13.5, 7.0, 17.0, 14.0, 10.5, 10.5, 16.0, 16.0], [9.0, 14.5, 10.0, 8.5, -1.0, 10.0, 16.0, 8.0, 9.5, 16.5, 12.0, 10.5, 12.5], [11.5, 13.5, 15.5, 13.5, 10.0, -1.0, 10.5, 12.0, 9.5, 14.0, 17.0, 7.5, 15.0], [16.0, 8.5, 7.5, 7.0, 16.0, 10.5, -1.0, 17.0, 9.0, 8.5, 10.0, 8.0, 15.0], [18.0, 10.5, 16.5, 17.0, 8.0, 12.0, 17.0, -1.0, 9.5, 11.0, 12.0, 12.0, 10.0], [11.0, 14.0, 11.0, 14.0, 9.5, 9.5, 9.0, 9.5, -1.0, 7.0, 13.0, 6.5, 6.5], [14.5, 15.0, 12.5, 10.5, 16.5, 14.0, 8.5, 11.0, 7.0, -1.0, 8.5, 14.5, 12.0], [8.0, 14.0, 11.5, 10.5, 12.0, 17.0, 10.0, 12.0, 13.0, 8.5, -1.0, 14.5, 11.5], [11.5, 12.5, 16.0, 16.0, 10.5, 7.5, 8.0, 12.0, 6.5, 14.5, 14.5, -1.0, 10.5], [13.5, 6.0, 7.0, 16.0, 12.5, 15.0, 15.0, 10.0, 6.5, 12.0, 11.5, 10.5, -1.0]]}"
13,351350,1000000,"(0, 1, 2, 3, 12, 9, 8, 11, 10, 6, 4, 7, 5)",93230.0,69.379,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [22, 35, 30, 31, 36, 38, 28, 45, 5, 7, 10, 6, 21], ""C"": [[-1.0, 12.5, 12.5, 9.5, 17.5, 17.0, 12.0, 7.5, 9.0, 16.0, 13.0, 10.5, 12.5], [12.5, -1.0, 9.0, 13.0, 17.0, 16.5, 7.5, 16.0, 9.5, 12.0, 8.0, 19.5, 16.0], [12.5, 9.0, -1.0, 12.5, 12.0, 10.0, 18.5, 15.0, 10.0, 11.5, 18.0, 10.0, 11.5], [9.5, 13.0, 12.5, -1.0, 11.0, 8.5, 12.0, 15.0, 13.0, 12.5, 16.5, 10.5, 8.0], [17.5, 17.0, 12.0, 11.0, -1.0, 17.0, 16.0, 7.5, 16.5, 16.5, 8.5, 12.0, 15.0], [17.0, 16.5, 10.0, 8.5, 17.0, -1.0, 13.0, 13.0, 16.5, 10.0, 16.5, 10.0, 9.0], [12.0, 7.5, 18.5, 12.0, 16.0, 13.0, -1.0, 14.5, 11.5, 11.0, 14.5, 12.5, 16.0], [7.5, 16.0, 15.0, 15.0, 7.5, 13.0, 14.5, -1.0, 14.0, 11.5, 7.5, 14.5, 18.0], [9.0, 9.5, 10.0, 13.0, 16.5, 16.5, 11.5, 14.0, -1.0, 12.0, 14.0, 16.5, 9.5], [16.0, 12.0, 11.5, 12.5, 16.5, 10.0, 11.0, 11.5, 12.0, -1.0, 9.5, 15.5, 19.0], [13.0, 8.0, 18.0, 16.5, 8.5, 16.5, 14.5, 7.5, 14.0, 9.5, -1.0, 9.5, 10.5], [10.5, 19.5, 10.0, 10.5, 12.0, 10.0, 12.5, 14.5, 16.5, 15.5, 9.5, -1.0, 12.5], [12.5, 16.0, 11.5, 8.0, 15.0, 9.0, 16.0, 18.0, 9.5, 19.0, 10.5, 12.5, -1.0]]}"
13,172537,1000000,"(0, 1, 2, 3, 8, 6, 5, 10, 12, 4, 7, 9, 11)",134397.5,69.498,"{""n"": 13, ""F"": [0, 1, 2, 5, 10, 11, 6, 12, 4, 8, 7, 9, 3], ""L"": [43, 37, 39, 45, 49, 5, 12, 46, 30, 38, 22, 29, 35], ""C"": [[-1.0, 12.0, 16.5, 9.0, 8.5, 10.0, 16.0, 18.5, 11.5, 15.5, 13.0, 9.5, 12.5], [12.0, -1.0, 11.5, 14.5, 14.0, 13.5, 8.5, 11.5, 12.0, 16.0, 11.5, 17.0, 14.0], [16.5, 11.5, -1.0, 19.0, 10.0, 9.0, 12.0, 11.5, 14.5, 14.0, 12.0, 9.0, 14.5], [9.0, 14.5, 19.0, -1.0, 12.5, 8.0, 7.0, 19.0, 16.5, 16.0, 13.0, 10.0, 17.0], [8.5, 14.0, 10.0, 12.5, -1.0, 7.0, 16.0, 5.5, 13.0, 16.5, 14.5, 19.0, 12.0], [10.0, 13.5, 9.0, 8.0, 7.0, -1.0, 16.5, 10.5, 18.5, 11.5, 13.5, 10.0, 11.0], [16.0, 8.5, 12.0, 7.0, 16.0, 16.5, -1.0, 10.0, 14.5, 14.5, 6.5, 10.0, 13.0], [18.5, 11.5, 11.5, 19.0, 5.5, 10.5, 10.0, -1.0, 9.5, 10.0, 13.5, 17.0, 12.5], [11.5, 12.0, 14.5, 16.5, 13.0, 18.5, 14.5, 9.5, -1.0, 14.5, 12.5, 12.0, 7.0], [15.5, 16.0, 14.0, 16.0, 16.5, 11.5, 14.5, 10.0, 14.5, -1.0, 14.0, 13.0, 13.0], [13.0, 11.5, 12.0, 13.0, 14.5, 13.5, 6.5, 13.5, 12.5, 14.0, -1.0, 17.5, 12.5], [9.5, 17.0, 9.0, 10.0, 19.0, 10.0, 10.0, 17.0, 12.0, 13.0, 17.5, -1.0, 12.0], [12.5, 14.0, 14.5, 17.0, 12.0, 11.0, 13.0, 12.5, 7.0, 13.0, 12.5, 12.0, -1.0]]}"
